ESTADO,Deputado,Partido,Voto
SÃO PAULO,Sérgio Reis,PRB,Sim
SÃO PAULO,Silvio Torres,PSDB,Sim
SÃO PAULO,Tiririca,PR,Sim
SÃO PAULO,Valmir Prascidelli,PT,Sim
SÃO PAULO,Vanderlei Macris,PSDB,Sim
SÃO PAULO,Vicente Candido,PT,Sim
SÃO PAULO,Vicentinho,PT,Sim
SÃO PAULO,Vinicius Carvalho,PRB,Sim
SÃO PAULO,Vitor Lippi,PSDB,Sim
MARANHÃO,Alberto Filho,PMDB,Abstenção
MARANHÃO,Aluisio Mendes,PTN,Sim
MARANHÃO,Cleber Verde,PRB,Sim
MARANHÃO,Davi Alves Silva Júnior,PR,Sim
MARANHÃO,Eliziane Gama,PPS,Sim
MARANHÃO,Hildo Rocha,PMDB,Sim
MARANHÃO,Ildon Marques,PSB,Sim
MARANHÃO,João Castelo,PSDB,Sim
MARANHÃO,João Marcelo Souza,PMDB,Sim
MARANHÃO,José Reinaldo,PSB,Sim
MARANHÃO,Juscelino Filho,DEM,Sim
MARANHÃO,Pedro Fernandes,PTB,Sim
MARANHÃO,Rubens Pereira Júnior,PCdoB,Sim
MARANHÃO,Victor Mendes,PSD,Sim
MARANHÃO,Waldir Maranhão,PP,Sim
MARANHÃO,Weverton Rocha,PDT,Sim
MARANHÃO,Zé Carlos,PT,Sim
CEARÁ,Adail Carneiro,PP,Sim
CEARÁ,André Figueiredo,PDT,Sim
CEARÁ,Arnon Bezerra,PTB,Sim
CEARÁ,Cabo Sabino,PR,Sim
CEARÁ,Chico Lopes,PCdoB,Sim
CEARÁ,Danilo Forte,PSB,Sim
CEARÁ,Domingos Neto,PSD,Sim
CEARÁ,Genecias Noronha,Solidaried,Sim
CEARÁ,José Airton Cirilo,PT,Sim
CEARÁ,José Guimarães,PT,Sim
CEARÁ,Leônidas Cristino,PDT,Sim
CEARÁ,Luizianne Lins,PT,Sim
CEARÁ,Macedo,PP,Sim
CEARÁ,Mauro Benevides,PMDB,Sim
CEARÁ,Moroni Torgan,DEM,Sim
CEARÁ,Moses Rodrigues,PMDB,Sim
CEARÁ,Odorico Monteiro,PROS,Sim
CEARÁ,Raimundo Gomes de Matos,PSDB,Sim
CEARÁ,Ronaldo Martins,PRB,Sim
CEARÁ,Vicente Arruda,PDT,Sim
CEARÁ,Vitor Valim,PMDB,Sim
RIO DE JANEIRO,Alessandro Molon,REDE,Sim
RIO DE JANEIRO,Alexandre Serfiotis,PMDB,Sim
RIO DE JANEIRO,Alexandre Valle,PR,Sim
RIO DE JANEIRO,Altineu Côrtes,PMDB,Sim
RIO DE JANEIRO,Aureo,Solidaried,Sim
RIO DE JANEIRO,Cabo Daciolo,PTdoB,Sim
RIO DE JANEIRO,Celso Jacob,PMDB,Sim
RIO DE JANEIRO,Celso Pansera,PMDB,Sim
RIO DE JANEIRO,Chico Alencar,PSOL,Sim
RIO DE JANEIRO,Chico D Angelo,PT,Sim
RIO DE JANEIRO,Clarissa Garotinho,PR,Sim
RIO DE JANEIRO,Deley,PTB,Sim
RIO DE JANEIRO,Dr. João,PR,Sim
RIO DE JANEIRO,Ezequiel Teixeira,PTN,Sim
RIO DE JANEIRO,Fabiano Horta,PT,Sim
RIO DE JANEIRO,Francisco Floriano,DEM,Sim
RIO DE JANEIRO,Glauber Braga,PSOL,Sim
RIO DE JANEIRO,Hugo Leal,PSB,Sim
RIO DE JANEIRO,Indio da Costa,PSD,Sim
RIO DE JANEIRO,Jair Bolsonaro,PSC,Sim
RIO DE JANEIRO,Jandira Feghali,PCdoB,Sim
RIO DE JANEIRO,Jean Wyllys,PSOL,Sim
RIO DE JANEIRO,Julio Lopes,PP,Sim
RIO DE JANEIRO,Luiz Sérgio,PT,Sim
RIO DE JANEIRO,Marquinho Mendes,PMDB,Sim
RIO DE JANEIRO,Miro Teixeira,REDE,Sim
RIO DE JANEIRO,Otavio Leite,PSDB,Sim
RIO DE JANEIRO,Paulo Feijó,PR,Sim
RIO DE JANEIRO,Pedro Paulo,PMDB,Sim
RIO DE JANEIRO,Roberto Sales,PRB,Sim
RIO DE JANEIRO,Rodrigo Maia,DEM,Art. 17
RIO DE JANEIRO,Rosangela Gomes,PRB,Sim
RIO DE JANEIRO,Sergio Zveiter,PMDB,Sim
RIO DE JANEIRO,Simão Sessim,PP,Sim
RIO DE JANEIRO,Sóstenes Cavalcante,DEM,Sim
RIO DE JANEIRO,Wadih Damous,PT,Sim
RIO DE JANEIRO,Walney Rocha,PEN,Sim
ESPÍRITO SANTO,Carlos Manato,Solidaried,Sim
ESPÍRITO SANTO,Dr. Jorge Silva,PHS,Sim
ESPÍRITO SANTO,Evair de Melo,PV,Sim
ESPÍRITO SANTO,Givaldo Vieira,PT,Sim
ESPÍRITO SANTO,Helder Salomão,PT,Sim
ESPÍRITO SANTO,Lelo Coimbra,PMDB,Sim
ESPÍRITO SANTO,Marcus Vicente,PP,Sim
ESPÍRITO SANTO,Max Filho,PSDB,Sim
ESPÍRITO SANTO,Paulo Foletto,PSB,Sim
ESPÍRITO SANTO,Sergio Vidigal,PDT,Sim
PIAUÍ,Assis Carvalho,PT,Sim
PIAUÍ,Átila Lira,PSB,Sim
PIAUÍ,Heráclito Fortes,PSB,Sim
PIAUÍ,Júlio Cesar,PSD,Sim
PIAUÍ,Maia Filho,PP,Sim
PIAUÍ,Marcelo Castro,PMDB,Sim
PIAUÍ,Paes Landim,PTB,Sim
PIAUÍ,Rodrigo Martins,PSB,Sim
PIAUÍ,Silas Freire,PR,Sim
RIO GRANDE DO NORTE,Antônio Jácome,PTN,Sim
RIO GRANDE DO NORTE,Beto Rosado,PP,Sim
RIO GRANDE DO NORTE,Fábio Faria,PSD,Sim
RIO GRANDE DO NORTE,Felipe Maia,DEM,Sim
RIO GRANDE DO NORTE,Rafael Motta,PSB,Sim
RIO GRANDE DO NORTE,Rogério Marinho,PSDB,Sim
RIO GRANDE DO NORTE,Walter Alves,PMDB,Sim
RIO GRANDE DO NORTE,Zenaide Maia,PR,Sim
MINAS GERAIS,Adelmo Carneiro Leão,PT,Sim
MINAS GERAIS,Ademir Camilo,PTN,Sim
MINAS GERAIS,Bilac Pinto,PR,Sim
MINAS GERAIS,Bonifácio de Andrada,PSDB,Sim
MINAS GERAIS,Brunny,PR,Sim
MINAS GERAIS,Caio Narcio,PSDB,Sim
MINAS GERAIS,Carlos Melles,DEM,Sim
MINAS GERAIS,Dâmina Pereira,PSL,Não
MINAS GERAIS,Delegado Edson Moreira,PR,Abstenção
MINAS GERAIS,Diego Andrade,PSD,Sim
MINAS GERAIS,Dimas Fabiano,PP,Sim
MINAS GERAIS,Domingos Sávio,PSDB,Sim
MINAS GERAIS,Eduardo Barbosa,PSDB,Sim
MINAS GERAIS,Eros Biondini,PROS,Sim
MINAS GERAIS,Fábio Ramalho,PMDB,Sim
MINAS GERAIS,Franklin Lima,PP,Sim
MINAS GERAIS,Gabriel Guimarães,PT,Sim
MINAS GERAIS,George Hilton,PROS,Sim
MINAS GERAIS,Jaime Martins,PSD,Sim
MINAS GERAIS,Jô Moraes,PCdoB,Sim
MINAS GERAIS,Júlio Delgado,PSB,Sim
MINAS GERAIS,Laudivio Carvalho,Solidaried,Sim
MINAS GERAIS,Leonardo Monteiro,PT,Sim
MINAS GERAIS,Lincoln Portela,PRB,Sim
MINAS GERAIS,Luis Tibé,PTdoB,Sim
MINAS GERAIS,Marcelo Álvaro Antônio,PR,Sim
MINAS GERAIS,Marcos Montes,PSD,Sim
MINAS GERAIS,Marcus Pestana,PSDB,Sim
MINAS GERAIS,Margarida Salomão,PT,Sim
MINAS GERAIS,Mário Heringer,PDT,Sim
MINAS GERAIS,Mauro Lopes,PMDB,Abstenção
MINAS GERAIS,Misael Varella,DEM,Sim
MINAS GERAIS,Newton Cardoso Jr,PMDB,Sim
MINAS GERAIS,Odelmo Leão,PP,Sim
MINAS GERAIS,Padre João,PT,Sim
MINAS GERAIS,Patrus Ananias,PT,Sim
MINAS GERAIS,Paulo Abi-Ackel,PSDB,Sim
MINAS GERAIS,Reginaldo Lopes,PT,Sim
MINAS GERAIS,Renzo Braz,PP,Sim
MINAS GERAIS,Rodrigo de Castro,PSDB,Sim
MINAS GERAIS,Rodrigo Pacheco,PMDB,Sim
MINAS GERAIS,Saraiva Felipe,PMDB,Abstenção
MINAS GERAIS,Stefano Aguiar,PSD,Sim
MINAS GERAIS,Subtenente Gonzaga,PDT,Sim
MINAS GERAIS,Tenente Lúcio,PSB,Sim
MINAS GERAIS,Toninho Pinheiro,PP,Sim
MINAS GERAIS,Weliton Prado,PMB,Sim
MINAS GERAIS,Zé Silva,Solidaried,Sim
BAHIA,Afonso Florence,PT,Sim
BAHIA,Alice Portugal,PCdoB,Sim
BAHIA,Antonio Brito,PSD,Sim
BAHIA,Antonio Imbassahy,PSDB,Sim
BAHIA,Arthur Oliveira Maia,PPS,Sim
BAHIA,Bacelar,PTN,Sim
BAHIA,Bebeto,PSB,Sim
BAHIA,Benito Gama,PTB,Sim
BAHIA,Caetano,PT,Sim
BAHIA,Claudio Cajado,DEM,Sim
BAHIA,Daniel Almeida,PCdoB,Sim
BAHIA,Elmar Nascimento,DEM,Sim
BAHIA,Erivelton Santana,PEN,Sim
BAHIA,Félix Mendonça Júnior,PDT,Sim
BAHIA,Fernando Torres,PSD,Sim
BAHIA,João Carlos Bacelar,PR,Não
BAHIA,João Gualberto,PSDB,Sim
BAHIA,Jorge Solla,PT,Sim
BAHIA,José Carlos Aleluia,DEM,Sim
BAHIA,José Carlos Araújo,PR,Sim
BAHIA,José Nunes,PSD,Sim
BAHIA,José Rocha,PR,Sim
BAHIA,Jutahy Junior,PSDB,Sim
BAHIA,Lucio Vieira Lima,PMDB,Sim
BAHIA,Márcio Marinho,PRB,Sim
BAHIA,Mário Negromonte Jr.,PP,Sim
BAHIA,Moema Gramacho,PT,Sim
BAHIA,Nelson Pellegrino,PT,Sim
BAHIA,Paulo Azi,DEM,Sim
BAHIA,Paulo Magalhães,PSD,Sim
BAHIA,Roberto Britto,PP,Sim
BAHIA,Ronaldo Carletto,PP,Sim
BAHIA,Sérgio Brito,PSD,Sim
BAHIA,Tia Eron,PRB,Sim
BAHIA,Uldurico Junior,PV,Sim
BAHIA,Valmir Assunção,PT,Sim
BAHIA,Waldenor Pereira,PT,Sim
PARAÍBA,Aguinaldo Ribeiro,PP,Sim
PARAÍBA,André Amaral,PMDB,Sim
PARAÍBA,Benjamin Maranhão,Solidaried,Sim
PARAÍBA,Damião Feliciano,PDT,Sim
PARAÍBA,Efraim Filho,DEM,Sim
PARAÍBA,Luiz Couto,PT,Sim
PARAÍBA,Manoel Junior,PMDB,Sim
PARAÍBA,Pedro Cunha Lima,PSDB,Sim
PARAÍBA,Rômulo Gouveia,PSD,Sim
PARAÍBA,Wellington Roberto,PR,Não
PARAÍBA,Wilson Filho,PTB,Sim
PERNAMBUCO,Adalberto Cavalcanti,PTB,Sim
PERNAMBUCO,Anderson Ferreira,PR,Sim
PERNAMBUCO,André de Paula,PSD,Sim
PERNAMBUCO,Augusto Coutinho,Solidaried,Sim
PERNAMBUCO,Betinho Gomes,PSDB,Sim
PERNAMBUCO,Carlos Eduardo Cadoca,PDT,Sim
PERNAMBUCO,Creuza Pereira,PSB,Sim
PERNAMBUCO,Daniel Coelho,PSDB,Sim
PERNAMBUCO,Danilo Cabral,PSB,Sim
PERNAMBUCO,Eduardo da Fonte,PP,Sim
PERNAMBUCO,Fernando Monteiro,PP,Sim
PERNAMBUCO,Gonzaga Patriota,PSB,Sim
PERNAMBUCO,Jarbas Vasconcelos,PMDB,Sim
PERNAMBUCO,João Fernando Coutinho,PSB,Sim
PERNAMBUCO,Jorge Côrte Real,PTB,Sim
PERNAMBUCO,Kaio Maniçoba,PMDB,Sim
PERNAMBUCO,Luciana Santos,PCdoB,Sim
PERNAMBUCO,Marinaldo Rosendo,PSB,Sim
PERNAMBUCO,Pastor Eurico,PHS,Sim
PERNAMBUCO,Ricardo Teobaldo,PTN,Sim
PERNAMBUCO,Severino Ninho,PSB,Sim
PERNAMBUCO,Silvio Costa,PTdoB,Sim
PERNAMBUCO,Tadeu Alencar,PSB,Sim
PERNAMBUCO,Wolney Queiroz,PDT,Sim
PERNAMBUCO,Zeca Cavalcanti,PTB,Sim
SERGIPE,Andre Moura,PSC,Abstenção
SERGIPE,Bosco Costa,PROS,Sim
SERGIPE,Fábio Mitidieri,PSD,Sim
SERGIPE,João Daniel,PT,Sim
SERGIPE,Jony Marcos,PRB,Sim
SERGIPE,Laercio Oliveira,Solidaried,Sim
ALAGOAS,Arthur Lira,PP,Não
ALAGOAS,Givaldo Carimbão,PHS,Sim
ALAGOAS,JHC,PSB,Sim
ALAGOAS,Marx Beltrão,PMDB,Sim
ALAGOAS,Nivaldo Albuquerque,PRP,Sim
ALAGOAS,Paulão,PT,Sim
ALAGOAS,Pedro Vilela,PSDB,Sim
ALAGOAS,Ronaldo Lessa,PDT,Sim
ALAGOAS,Val Amélio,PRTB,Sim
