ESTADO,Deputado,Partido,Voto
PARANÁ,Leandre,PV,Sim
PARANÁ,Leopoldo Meyer,PSB,Sim
PARANÁ,Luciano Ducci,PSB,Sim
PARANÁ,Luiz Carlos Hauly,PSDB,Sim
PARANÁ,Luiz Nishimori,PR,Sim
PARANÁ,Marcelo Belinati,PP,Sim
PARANÁ,Nelson Meurer,PP,Sim
PARANÁ,Nelson Padovani,PSDB,Sim
PARANÁ,Osmar Serraglio,PMDB,Sim
PARANÁ,Reinhold Stephanes,PSD,Sim
PARANÁ,Rubens Bueno,PPS,Sim
PARANÁ,Sandro Alex,PSD,Sim
PARANÁ,Sergio Souza,PMDB,Sim
PARANÁ,Takayama,PSC,Sim
PARANÁ,Toninho Wandscheer,PROS,Sim
PARANÁ,Zeca Dirceu,PT,Não
MATO GROSSO DO SUL,Carlos Marun,PMDB,Sim
MATO GROSSO DO SUL,Dagoberto,PDT,Não
MATO GROSSO DO SUL,Elizeu Dionizio,PSDB,Sim
MATO GROSSO DO SUL,Geraldo Resende,PSDB,Sim
MATO GROSSO DO SUL,Mandetta,DEM,Sim
MATO GROSSO DO SUL,Tereza Cristina,PSB,Sim
MATO GROSSO DO SUL,Vander Loubet,PT,Não
MATO GROSSO DO SUL,Zeca do Pt,PT,Não
AMAZONAS,Alfredo Nascimento,PR,Sim
AMAZONAS,Conceição Sampaio,PP,Sim
AMAZONAS,Hissa Abrahão,PDT,Não
AMAZONAS,Marcos Rotta,PMDB,Sim
AMAZONAS,Pauderney Avelino,DEM,Sim
AMAZONAS,Silas Câmara,PRB,Sim
RONDONIA,Expedito Netto,PSD,Não
RONDONIA,Lindomar Garçon,PRB,Sim
RONDONIA,Lucio Mosquini,PMDB,Sim
RONDONIA,Luiz Cláudio,PR,Sim
RONDONIA,Marcos Rogério,DEM,Sim
RONDONIA,Mariana Carvalho,PSDB,Sim
RONDONIA,Marinha Raupp,PMDB,Sim
RONDONIA,Nilton Capixaba,PTB,Sim
GOIÁS,Alexandre Baldy,PTN,Sim
GOIÁS,Célio Silveira,PSDB,Sim
GOIÁS,Daniel Vilela,PMDB,Sim
GOIÁS,Delegado Waldir,PR,Sim
GOIÁS,Fábio Sousa,PSDB,Sim
GOIÁS,Flávia Morais,PDT,Sim
GOIÁS,Giuseppe Vecci,PSDB,Sim
GOIÁS,João Campos,PRB,Sim
GOIÁS,Jovair Arantes,PTB,Sim
GOIÁS,Lucas Vergilio,Solidaried,Sim
GOIÁS,Magda Mofatto,PR,Sim
GOIÁS,Marcos Abrão,PPS,Sim
GOIÁS,Pedro Chaves,PMDB,Sim
GOIÁS,Roberto Balestra,PP,Sim
GOIÁS,Rubens Otoni,PT,Não
GOIÁS,Sandes Júnior,PP,Sim
GOIÁS,Thiago Peixoto,PSD,Sim
DISTRITO FEDERAL,Alberto Fraga,DEM,Sim
DISTRITO FEDERAL,Augusto Carvalho,Solidaried,Sim
DISTRITO FEDERAL,Erika Kokay,PT,Não
DISTRITO FEDERAL,Izalci,PSDB,Sim
DISTRITO FEDERAL,Laerte Bessa,PR,Sim
DISTRITO FEDERAL,Rogério Rosso,PSD,Sim
DISTRITO FEDERAL,Ronaldo Fonseca,PROS,Sim
DISTRITO FEDERAL,Rôney Nemer,PP,Não
ACRE,Alan Rick,PRB,Sim
ACRE,Angelim,PT,Não
ACRE,César Messias,PSB,Não
ACRE,Flaviano Melo,PMDB,Sim
ACRE,Jéssica Sales,PMDB,Sim
ACRE,Leo de Brito,PT,Não
ACRE,Moisés Diniz,PCdoB,Não
ACRE,Rocha,PSDB,Sim
TOCANTINS,Carlos Henrique Gaguim,PTN,Sim
TOCANTINS,César Halum,PRB,Sim
TOCANTINS,Dulce Miranda,PMDB,Sim
TOCANTINS,Irajá Abreu,PSD,Sim
TOCANTINS,Josi Nunes,PMDB,Sim
TOCANTINS,Lázaro Botelho,PP,Sim
TOCANTINS,Professora Dorinha Seabra Rezende,DEM,Não
TOCANTINS,Vicentinho Júnior,PR,Sim
MATO GROSSO,Adilton Sachetti,PSB,Sim
MATO GROSSO,Carlos Bezerra,PMDB,Sim
MATO GROSSO,Ezequiel Fonseca,PP,Sim
MATO GROSSO,Fabio Garcia,PSB,Sim
MATO GROSSO,Nilson Leitão,PSDB,Sim
MATO GROSSO,Ságuas Moraes,PT,Não
MATO GROSSO,Tampinha,PSD,Sim
MATO GROSSO,Valtenir Pereira,PMDB,Sim
SÃO PAULO,Alexandre Leite,DEM,Sim
SÃO PAULO,Andres Sanchez,PT,Não
SÃO PAULO,Antonio Bulhões,PRB,Sim
SÃO PAULO,Arlindo Chinaglia,PT,Não
SÃO PAULO,Arnaldo Faria de Sá,PTB,Não
SÃO PAULO,Baleia Rossi,PMDB,Sim
SÃO PAULO,Beto Mansur,PRB,Sim
SÃO PAULO,Bruna Furlan,PSDB,Sim
SÃO PAULO,Bruno Covas,PSDB,Sim
SÃO PAULO,Capitão Augusto,PR,Sim
SÃO PAULO,Carlos Sampaio,PSDB,Sim
SÃO PAULO,Carlos Zarattini,PT,Não
SÃO PAULO,Celso Russomanno,PRB,Sim
SÃO PAULO,Dr. Sinval Malheiros,PTN,Sim
SÃO PAULO,Edinho Araújo,PMDB,Sim
SÃO PAULO,Eduardo Bolsonaro,PSC,Sim
SÃO PAULO,Eduardo Cury,PSDB,Sim
SÃO PAULO,Evandro Gussi,PV,Sim
SÃO PAULO,Fausto Pinato,PP,Sim
SÃO PAULO,Flavinho,PSB,Sim
SÃO PAULO,Gilberto Nascimento,PSC,Sim
SÃO PAULO,Goulart,PSD,Sim
SÃO PAULO,Guilherme Mussi,PP,Sim
SÃO PAULO,Herculano Passos,PSD,Sim
SÃO PAULO,Ivan Valente,PSOL,Não
SÃO PAULO,Jefferson Campos,PSD,Sim
SÃO PAULO,João Paulo Papa,PSDB,Sim
SÃO PAULO,Jorge Tadeu Mudalen,DEM,Sim
SÃO PAULO,José Mentor,PT,Não
SÃO PAULO,Keiko Ota,PSB,Sim
SÃO PAULO,Lobbe Neto,PSDB,Sim
SÃO PAULO,Luiz Lauro Filho,PSB,Sim
SÃO PAULO,Luiza Erundina,PSOL,Não
SÃO PAULO,Major Olimpio,Solidaried,Não
SÃO PAULO,Mara Gabrilli,PSDB,Sim
SÃO PAULO,Marcelo Aguiar,DEM,Sim
SÃO PAULO,Marcelo Squassoni,PRB,Sim
SÃO PAULO,Marcio Alvino,PR,Sim
SÃO PAULO,Miguel Haddad,PSDB,Sim
SÃO PAULO,Miguel Lombardi,PR,Sim
SÃO PAULO,Milton Monti,PR,Sim
SÃO PAULO,Missionário José Olimpio,DEM,Sim
SÃO PAULO,Nelson Marquezelli,PTB,Sim
SÃO PAULO,Nilto Tatto,PT,Não
SÃO PAULO,Orlando Silva,PCdoB,Não
SÃO PAULO,Paulo Freire,PR,Sim
SÃO PAULO,Paulo Maluf,PP,Sim
SÃO PAULO,Paulo Pereira da Silva,Solidaried,Sim
SÃO PAULO,Paulo Teixeira,PT,Não
SÃO PAULO,Pr. Marco Feliciano,PSC,Sim
SÃO PAULO,Renata Abreu,PTN,Sim
SÃO PAULO,Ricardo Bentinho,PRB,Sim
SÃO PAULO,Ricardo Izar,PP,Sim
SÃO PAULO,Ricardo Tripoli,PSDB,Sim
SÃO PAULO,Roberto Alves,PRB,Sim
SÃO PAULO,Roberto de Lucena,PV,Sim
SÃO PAULO,Roberto Freire,PPS,Sim
SÃO PAULO,Silvio Torres,PSDB,Sim
SÃO PAULO,Tiririca,PR,Sim
SÃO PAULO,Valmir Prascidelli,PT,Não
SÃO PAULO,Vanderlei Macris,PSDB,Sim
SÃO PAULO,Vicente Candido,PT,Não
SÃO PAULO,Vicentinho,PT,Não
SÃO PAULO,Vinicius Carvalho,PRB,Sim
SÃO PAULO,Vitor Lippi,PSDB,Sim
MARANHÃO,Alberto Filho,PMDB,Sim
MARANHÃO,Aluisio Mendes,PTN,Sim
MARANHÃO,André Fufuca,PP,Sim
MARANHÃO,Cleber Verde,PRB,Sim
MARANHÃO,Davi Alves Silva Júnior,PR,Sim
MARANHÃO,Eliziane Gama,PPS,Não
MARANHÃO,Hildo Rocha,PMDB,Sim
MARANHÃO,João Marcelo Souza,PMDB,Sim
MARANHÃO,José Reinaldo,PSB,Sim
MARANHÃO,Juscelino Filho,DEM,Sim
MARANHÃO,Pedro Fernandes,PTB,Sim
MARANHÃO,Rubens Pereira Júnior,PCdoB,Não
MARANHÃO,Victor Mendes,PSD,Sim
MARANHÃO,Waldir Maranhão,PP,Sim
MARANHÃO,Weverton Rocha,PDT,Não
MARANHÃO,Zé Carlos,PT,Não
CEARÁ,André Figueiredo,PDT,Não
CEARÁ,Aníbal Gomes,PMDB,Sim
CEARÁ,Arnon Bezerra,PTB,Sim
CEARÁ,Chico Lopes,PCdoB,Não
CEARÁ,Danilo Forte,PSB,Sim
CEARÁ,Domingos Neto,PSD,Sim
CEARÁ,Gorete Pereira,PR,Sim
CEARÁ,José Airton Cirilo,PT,Não
CEARÁ,José Guimarães,PT,Não
CEARÁ,Leônidas Cristino,PDT,Não
CEARÁ,Luizianne Lins,PT,Não
CEARÁ,Macedo,PP,Sim
CEARÁ,Moses Rodrigues,PMDB,Sim
CEARÁ,Odorico Monteiro,PROS,Não
CEARÁ,Raimundo Gomes de Matos,PSDB,Sim
CEARÁ,Ronaldo Martins,PRB,Sim
CEARÁ,Vicente Arruda,PDT,Não
CEARÁ,Vitor Valim,PMDB,Sim
RIO DE JANEIRO,Alessandro Molon,REDE,Não
RIO DE JANEIRO,Alexandre Serfiotis,PMDB,Sim
RIO DE JANEIRO,Alexandre Valle,PR,Sim
RIO DE JANEIRO,Altineu Côrtes,PMDB,Sim
RIO DE JANEIRO,Aureo,Solidaried,Sim
RIO DE JANEIRO,Benedita da Silva,PT,Não
RIO DE JANEIRO,Cabo Daciolo,PTdoB,Não
RIO DE JANEIRO,Celso Jacob,PMDB,Sim
RIO DE JANEIRO,Celso Pansera,PMDB,Sim
RIO DE JANEIRO,Chico Alencar,PSOL,Não
RIO DE JANEIRO,Chico D Angelo,PT,Não
RIO DE JANEIRO,Clarissa Garotinho,PR,Não
RIO DE JANEIRO,Cristiane Brasil,PTB,Sim
RIO DE JANEIRO,Deley,PTB,Sim
RIO DE JANEIRO,Dr. João,PR,Sim
RIO DE JANEIRO,Fabiano Horta,PT,Não
RIO DE JANEIRO,Felipe Bornier,PROS,Sim
RIO DE JANEIRO,Fernando Jordão,PMDB,Sim
RIO DE JANEIRO,Francisco Floriano,DEM,Sim
RIO DE JANEIRO,Glauber Braga,PSOL,Não
RIO DE JANEIRO,Hugo Leal,PSB,Sim
RIO DE JANEIRO,Indio da Costa,PSD,Sim
RIO DE JANEIRO,Jair Bolsonaro,PSC,Sim
RIO DE JANEIRO,Jandira Feghali,PCdoB,Não
RIO DE JANEIRO,Jean Wyllys,PSOL,Não
RIO DE JANEIRO,Julio Lopes,PP,Sim
RIO DE JANEIRO,Laura Carneiro,PMDB,Sim
RIO DE JANEIRO,Luiz Sérgio,PT,Não
RIO DE JANEIRO,Marcelo Matos,PHS,Sim
RIO DE JANEIRO,Marcos Soares,DEM,Sim
RIO DE JANEIRO,Miro Teixeira,REDE,Não
RIO DE JANEIRO,Otavio Leite,PSDB,Sim
RIO DE JANEIRO,Paulo Feijó,PR,Sim
RIO DE JANEIRO,Pedro Paulo,PMDB,Sim
RIO DE JANEIRO,Roberto Sales,PRB,Sim
RIO DE JANEIRO,Rodrigo Maia,DEM,Art. 17
RIO DE JANEIRO,Rosangela Gomes,PRB,Sim
RIO DE JANEIRO,Sergio Zveiter,PMDB,Sim
RIO DE JANEIRO,Simão Sessim,PP,Sim
RIO DE JANEIRO,Soraya Santos,PMDB,Sim
RIO DE JANEIRO,Sóstenes Cavalcante,DEM,Sim
RIO DE JANEIRO,Walney Rocha,PEN,Não
ESPÍRITO SANTO,Carlos Manato,Solidaried,Sim
ESPÍRITO SANTO,Dr. Jorge Silva,PHS,Sim
ESPÍRITO SANTO,Evair de Melo,PV,Sim
ESPÍRITO SANTO,Givaldo Vieira,PT,Não
ESPÍRITO SANTO,Helder Salomão,PT,Não
ESPÍRITO SANTO,Lelo Coimbra,PMDB,Sim
ESPÍRITO SANTO,Marcus Vicente,PP,Sim
ESPÍRITO SANTO,Sergio Vidigal,PDT,Não
PIAUÍ,Assis Carvalho,PT,Não
PIAUÍ,Átila Lira,PSB,Sim
PIAUÍ,Heráclito Fortes,PSB,Sim
PIAUÍ,Iracema Portella,PP,Sim
PIAUÍ,Júlio Cesar,PSD,Sim
PIAUÍ,Maia Filho,PP,Sim
PIAUÍ,Marcelo Castro,PMDB,Sim
PIAUÍ,Paes Landim,PTB,Sim
PIAUÍ,Rodrigo Martins,PSB,Sim
PIAUÍ,Silas Freire,PR,Não
RIO GRANDE DO NORTE,Antônio Jácome,PTN,Sim
RIO GRANDE DO NORTE,Beto Rosado,PP,Sim
RIO GRANDE DO NORTE,Felipe Maia,DEM,Sim
RIO GRANDE DO NORTE,Rafael Motta,PSB,Sim
RIO GRANDE DO NORTE,Rogério Marinho,PSDB,Sim
RIO GRANDE DO NORTE,Walter Alves,PMDB,Sim
RIO GRANDE DO NORTE,Zenaide Maia,PR,Não
MINAS GERAIS,Adelmo Carneiro Leão,PT,Não
MINAS GERAIS,Ademir Camilo,PTN,Sim
MINAS GERAIS,Aelton Freitas,PR,Sim
MINAS GERAIS,Bilac Pinto,PR,Sim
MINAS GERAIS,Bonifácio de Andrada,PSDB,Sim
MINAS GERAIS,Brunny,PR,Sim
MINAS GERAIS,Caio Narcio,PSDB,Sim
MINAS GERAIS,Carlos Melles,DEM,Sim
MINAS GERAIS,Dâmina Pereira,PSL,Sim
MINAS GERAIS,Delegado Edson Moreira,PR,Sim
MINAS GERAIS,Diego Andrade,PSD,Sim
MINAS GERAIS,Dimas Fabiano,PP,Sim
MINAS GERAIS,Domingos Sávio,PSDB,Sim
MINAS GERAIS,Eduardo Barbosa,PSDB,Sim
MINAS GERAIS,Eros Biondini,PROS,Sim
MINAS GERAIS,Fábio Ramalho,PMDB,Sim
MINAS GERAIS,Franklin Lima,PP,Sim
MINAS GERAIS,Gabriel Guimarães,PT,Abstenção
MINAS GERAIS,George Hilton,PROS,Não
MINAS GERAIS,Jaime Martins,PSD,Sim
MINAS GERAIS,Jô Moraes,PCdoB,Não
MINAS GERAIS,Júlio Delgado,PSB,Não
MINAS GERAIS,Laudivio Carvalho,Solidaried,Sim
MINAS GERAIS,Leonardo Monteiro,PT,Não
MINAS GERAIS,Leonardo Quintão,PMDB,Sim
MINAS GERAIS,Lincoln Portela,PRB,Não
MINAS GERAIS,Luis Tibé,PTdoB,Sim
MINAS GERAIS,Luiz Fernando Faria,PP,Sim
MINAS GERAIS,Marcelo Álvaro Antônio,PR,Sim
MINAS GERAIS,Marcos Montes,PSD,Sim
MINAS GERAIS,Marcus Pestana,PSDB,Sim
MINAS GERAIS,Mário Heringer,PDT,Sim
MINAS GERAIS,Mauro Lopes,PMDB,Sim
MINAS GERAIS,Misael Varella,DEM,Sim
MINAS GERAIS,Newton Cardoso Jr,PMDB,Sim
MINAS GERAIS,Odelmo Leão,PP,Sim
MINAS GERAIS,Padre João,PT,Não
MINAS GERAIS,Patrus Ananias,PT,Não
MINAS GERAIS,Paulo Abi-Ackel,PSDB,Sim
MINAS GERAIS,Raquel Muniz,PSD,Sim
MINAS GERAIS,Reginaldo Lopes,PT,Não
MINAS GERAIS,Renzo Braz,PP,Sim
MINAS GERAIS,Rodrigo de Castro,PSDB,Sim
MINAS GERAIS,Rodrigo Pacheco,PMDB,Sim
MINAS GERAIS,Saraiva Felipe,PMDB,Sim
MINAS GERAIS,Stefano Aguiar,PSD,Sim
MINAS GERAIS,Subtenente Gonzaga,PDT,Não
MINAS GERAIS,Tenente Lúcio,PSB,Sim
MINAS GERAIS,Toninho Pinheiro,PP,Sim
MINAS GERAIS,Weliton Prado,PMB,Não
MINAS GERAIS,Zé Silva,Solidaried,Sim
BAHIA,Afonso Florence,PT,Não
BAHIA,Alice Portugal,PCdoB,Não
BAHIA,Antonio Brito,PSD,Sim
BAHIA,Antonio Imbassahy,PSDB,Sim
BAHIA,Arthur Oliveira Maia,PPS,Sim
BAHIA,Bacelar,PTN,Não
BAHIA,Bebeto,PSB,Abstenção
BAHIA,Benito Gama,PTB,Sim
BAHIA,Cacá Leão,PP,Sim
BAHIA,Caetano,PT,Não
BAHIA,Daniel Almeida,PCdoB,Não
BAHIA,Elmar Nascimento,DEM,Sim
BAHIA,Erivelton Santana,PEN,Sim
BAHIA,Félix Mendonça Júnior,PDT,Não
BAHIA,Fernando Torres,PSD,Sim
BAHIA,Irmão Lazaro,PSC,Não
BAHIA,João Carlos Bacelar,PR,Sim
BAHIA,João Gualberto,PSDB,Sim
BAHIA,Jorge Solla,PT,Não
BAHIA,José Carlos Aleluia,DEM,Sim
BAHIA,José Carlos Araújo,PR,Sim
BAHIA,José Nunes,PSD,Sim
BAHIA,José Rocha,PR,Sim
BAHIA,Jutahy Junior,PSDB,Sim
BAHIA,Lucio Vieira Lima,PMDB,Sim
BAHIA,Márcio Marinho,PRB,Sim
BAHIA,Mário Negromonte Jr.,PP,Sim
BAHIA,Moema Gramacho,PT,Não
BAHIA,Paulo Azi,DEM,Sim
BAHIA,Paulo Magalhães,PSD,Sim
BAHIA,Roberto Britto,PP,Sim
BAHIA,Ronaldo Carletto,PP,Sim
BAHIA,Sérgio Brito,PSD,Sim
BAHIA,Tia Eron,PRB,Sim
BAHIA,Uldurico Junior,PV,Sim
BAHIA,Valmir Assunção,PT,Não
BAHIA,Waldenor Pereira,PT,Não
PARAÍBA,Aguinaldo Ribeiro,PP,Sim
PARAÍBA,André Amaral,PMDB,Sim
PARAÍBA,Benjamin Maranhão,Solidaried,Sim
PARAÍBA,Damião Feliciano,PDT,Sim
PARAÍBA,Efraim Filho,DEM,Sim
PARAÍBA,Hugo Motta,PMDB,Sim
PARAÍBA,Luiz Couto,PT,Não
PARAÍBA,Manoel Junior,PMDB,Sim
PARAÍBA,Pedro Cunha Lima,PSDB,Sim
PARAÍBA,Rômulo Gouveia,PSD,Sim
PARAÍBA,Wellington Roberto,PR,Sim
PARAÍBA,Wilson Filho,PTB,Sim
PERNAMBUCO,Adalberto Cavalcanti,PTB,Sim
PERNAMBUCO,André de Paula,PSD,Sim
PERNAMBUCO,Augusto Coutinho,Solidaried,Sim
PERNAMBUCO,Betinho Gomes,PSDB,Sim
PERNAMBUCO,Bruno Araújo,PSDB,Sim
PERNAMBUCO,Carlos Eduardo Cadoca,PDT,Sim
PERNAMBUCO,Daniel Coelho,PSDB,Sim
PERNAMBUCO,Danilo Cabral,PSB,Não
PERNAMBUCO,Eduardo da Fonte,PP,Sim
PERNAMBUCO,Fernando Coelho Filho,PSB,Sim
PERNAMBUCO,Fernando Monteiro,PP,Sim
PERNAMBUCO,Gonzaga Patriota,PSB,Não
PERNAMBUCO,Jarbas Vasconcelos,PMDB,Sim
PERNAMBUCO,Jorge Côrte Real,PTB,Sim
PERNAMBUCO,Kaio Maniçoba,PMDB,Sim
PERNAMBUCO,Luciana Santos,PCdoB,Não
PERNAMBUCO,Marinaldo Rosendo,PSB,Sim
PERNAMBUCO,Pastor Eurico,PHS,Sim
PERNAMBUCO,Ricardo Teobaldo,PTN,Sim
PERNAMBUCO,Silvio Costa,PTdoB,Sim
PERNAMBUCO,Tadeu Alencar,PSB,Não
PERNAMBUCO,Wolney Queiroz,PDT,Não
PERNAMBUCO,Zeca Cavalcanti,PTB,Sim
SERGIPE,Adelson Barreto,PR,Sim
SERGIPE,Andre Moura,PSC,Sim
SERGIPE,Bosco Costa,PROS,Não
SERGIPE,Fabio Reis,PMDB,Sim
SERGIPE,João Daniel,PT,Não
SERGIPE,Jony Marcos,PRB,Sim
SERGIPE,Laercio Oliveira,Solidaried,Sim
ALAGOAS,Arthur Lira,PP,Sim
ALAGOAS,Givaldo Carimbão,PHS,Sim
ALAGOAS,JHC,PSB,Não
ALAGOAS,Nivaldo Albuquerque,PRP,Sim
ALAGOAS,Paulão,PT,Não
ALAGOAS,Pedro Vilela,PSDB,Sim
ALAGOAS,Ronaldo Lessa,PDT,Não
ALAGOAS,Rosinha da Adefal,PTdoB,Sim
