ESTADO,Deputado,Partido,Voto
MINAS GERAIS,Laudivio Carvalho,Solidaried,Não
MINAS GERAIS,Leonardo Monteiro,PT,Não
MINAS GERAIS,Leonardo Quintão,PMDB,Sim
MINAS GERAIS,Lincoln Portela,PRB,Não
MINAS GERAIS,Luis Tibé,PTdoB,Sim
MINAS GERAIS,Luiz Fernando Faria,PP,Sim
MINAS GERAIS,Luzia Ferreira,PPS,Não
MINAS GERAIS,Marcelo Álvaro Antônio,PR,Não
MINAS GERAIS,Marcelo Aro,PHS,Sim
MINAS GERAIS,Marcos Montes,PSD,Sim
MINAS GERAIS,Marcus Pestana,PSDB,Sim
MINAS GERAIS,Margarida Salomão,PT,Não
MINAS GERAIS,Mauro Lopes,PMDB,Sim
MINAS GERAIS,Misael Varella,DEM,Sim
MINAS GERAIS,Newton Cardoso Jr,PMDB,Sim
MINAS GERAIS,Padre João,PT,Não
MINAS GERAIS,Patrus Ananias,PT,Não
MINAS GERAIS,Paulo Abi-Ackel,PSDB,Sim
MINAS GERAIS,Raquel Muniz,PSD,Sim
MINAS GERAIS,Reginaldo Lopes,PT,Não
MINAS GERAIS,Renato Andrade,PP,Sim
MINAS GERAIS,Renzo Braz,PP,Sim
MINAS GERAIS,Rodrigo de Castro,PSDB,Sim
MINAS GERAIS,Rodrigo Pacheco,PMDB,Abstenção
MINAS GERAIS,Saraiva Felipe,PMDB,Sim
MINAS GERAIS,Stefano Aguiar,PSD,Não
MINAS GERAIS,Subtenente Gonzaga,PDT,Não
MINAS GERAIS,Tenente Lúcio,PSB,Sim
MINAS GERAIS,Toninho Pinheiro,PP,Sim
MINAS GERAIS,Weliton Prado,PMB,Não
MINAS GERAIS,Zé Silva,Solidaried,Sim
ESPÍRITO SANTO,Carlos Manato,Solidaried,Não
ESPÍRITO SANTO,Dr. Jorge Silva,PHS,Não
ESPÍRITO SANTO,Evair Vieira de Melo,PV,Não
ESPÍRITO SANTO,Givaldo Vieira,PT,Não
ESPÍRITO SANTO,Helder Salomão,PT,Não
ESPÍRITO SANTO,Lelo Coimbra,PMDB,Sim
ESPÍRITO SANTO,Marcus Vicente,PP,Sim
ESPÍRITO SANTO,Norma Ayub,DEM,Não
ESPÍRITO SANTO,Paulo Foletto,PSB,Não
ESPÍRITO SANTO,Sergio Vidigal,PDT,Não
RIO DE JANEIRO,Alessandro Molon,REDE,Não
RIO DE JANEIRO,Alexandre Serfiotis,PMDB,Ausente
RIO DE JANEIRO,Alexandre Valle,PR,Sim
RIO DE JANEIRO,Altineu Côrtes,PMDB,Sim
RIO DE JANEIRO,Arolde de Oliveira,PSC,Não
RIO DE JANEIRO,Aureo,Solidaried,Sim
RIO DE JANEIRO,Benedita da Silva,PT,Não
RIO DE JANEIRO,Cabo Daciolo,PTdoB,Não
RIO DE JANEIRO,Celso Jacob,PMDB,Sim
RIO DE JANEIRO,Celso Pansera,PMDB,Não
RIO DE JANEIRO,Chico Alencar,PSOL,Não
RIO DE JANEIRO,Chico D´Angelo,PT,Não
RIO DE JANEIRO,Cristiane Brasil,PTB,Sim
RIO DE JANEIRO,Dejorge Patrício,PRB,Ausente
RIO DE JANEIRO,Deley,PTB,Não
RIO DE JANEIRO,Ezequiel Teixeira,PODE,Sim
RIO DE JANEIRO,Felipe Bornier,PROS,Não
RIO DE JANEIRO,Francisco Floriano,DEM,Sim
RIO DE JANEIRO,Glauber Braga,PSOL,Não
RIO DE JANEIRO,Hugo Leal,PSB,Não
RIO DE JANEIRO,Jair Bolsonaro,PSC,Não
RIO DE JANEIRO,Jandira Feghali,PCdoB,Não
RIO DE JANEIRO,Jean Wyllys,PSOL,Não
RIO DE JANEIRO,Julio Lopes,PP,Sim
RIO DE JANEIRO,Laura Carneiro,PMDB,Não
RIO DE JANEIRO,Leonardo Picciani,PMDB,Sim
RIO DE JANEIRO,Luiz Carlos Ramos,PODE,Não
RIO DE JANEIRO,Luiz Sérgio,PT,Não
RIO DE JANEIRO,Marcelo Delaroli,PR,Sim
RIO DE JANEIRO,Marcelo Matos,PHS,Não
RIO DE JANEIRO,Marco Antônio Cabral,PMDB,Sim
RIO DE JANEIRO,Marcos Soares,DEM,Sim
RIO DE JANEIRO,Miro Teixeira,REDE,Não
RIO DE JANEIRO,Otavio Leite,PSDB,Não
RIO DE JANEIRO,Paulo Feijó,PR,Sim
RIO DE JANEIRO,Pedro Paulo,PMDB,Sim
RIO DE JANEIRO,Roberto Sales,PRB,Sim
RIO DE JANEIRO,Rodrigo Maia,DEM,Art. 17
RIO DE JANEIRO,Rosangela Gomes,PRB,Sim
RIO DE JANEIRO,Sergio Zveiter,PMDB,Não
RIO DE JANEIRO,Simão Sessim,PP,Sim
RIO DE JANEIRO,Soraya Santos,PMDB,Sim
RIO DE JANEIRO,Sóstenes Cavalcante,DEM,Não
RIO DE JANEIRO,Wadih Damous,PT,Não
RIO DE JANEIRO,Walney Rocha,PEN,Sim
RIO DE JANEIRO,Zé Augusto Nalin,PMDB,Sim
SÃO PAULO,Alex Manente,PPS,Não
SÃO PAULO,Alexandre Leite,DEM,Abstenção
SÃO PAULO,Ana Perugini,PT,Não
SÃO PAULO,Andres Sanchez,PT,Não
SÃO PAULO,Antonio Bulhões,PRB,Sim
SÃO PAULO,Antonio Carlos Mendes Thame,PV,Não
SÃO PAULO,Arlindo Chinaglia,PT,Não
SÃO PAULO,Arnaldo Faria de Sá,PTB,Não
SÃO PAULO,Baleia Rossi,PMDB,Sim
SÃO PAULO,Beto Mansur,PRB,Sim
SÃO PAULO,Bruna Furlan,PSDB,Sim
SÃO PAULO,Capitão Augusto,PR,Não
SÃO PAULO,Carlos Sampaio,PSDB,Não
SÃO PAULO,Carlos Zarattini,PT,Não
SÃO PAULO,Celso Russomanno,PRB,Sim
SÃO PAULO,Dr. Sinval Malheiros,PODE,Sim
SÃO PAULO,Eduardo Bolsonaro,PSC,Não
SÃO PAULO,Eduardo Cury,PSDB,Não
SÃO PAULO,Eli Corrêa Filho,DEM,Sim
SÃO PAULO,Evandro Gussi,PV,Sim
SÃO PAULO,Fausto Pinato,PP,Sim
SÃO PAULO,Flavinho,PSB,Não
SÃO PAULO,Gilberto Nascimento,PSC,Ausente
SÃO PAULO,Goulart,PSD,Sim
SÃO PAULO,Guilherme Mussi,PP,Sim
SÃO PAULO,Herculano Passos,PSD,Sim
SÃO PAULO,Ivan Valente,PSOL,Não
SÃO PAULO,Izaque Silva,PSDB,Não
SÃO PAULO,Jefferson Campos,PSD,Não
SÃO PAULO,João Paulo Papa,PSDB,Não
SÃO PAULO,Jorge Tadeu Mudalen,DEM,Sim
SÃO PAULO,José Mentor,PT,Não
SÃO PAULO,Keiko Ota,PSB,Não
SÃO PAULO,Lobbe Neto,PSDB,Não
SÃO PAULO,Luiz Lauro Filho,PSB,Não
SÃO PAULO,Luiza Erundina,PSOL,Não
SÃO PAULO,Major Olimpio,Solidaried,Não
SÃO PAULO,Mara Gabrilli,PSDB,Não
SÃO PAULO,Marcelo Aguiar,DEM,Sim
SÃO PAULO,Marcelo Squassoni,PRB,Sim
SÃO PAULO,Marcio Alvino,PR,Sim
SÃO PAULO,Miguel Haddad,PSDB,Não
SÃO PAULO,Miguel Lombardi,PR,Sim
SÃO PAULO,Milton Monti,PR,Sim
SÃO PAULO,Missionário José Olimpio,DEM,Sim
SÃO PAULO,Nelson Marquezelli,PTB,Sim
SÃO PAULO,Nilto Tatto,PT,Não
SÃO PAULO,Orlando Silva,PCdoB,Não
SÃO PAULO,Paulo Freire,PR,Sim
SÃO PAULO,Paulo Maluf,PP,Sim
SÃO PAULO,Paulo Pereira da Silva,Solidaried,Sim
SÃO PAULO,Paulo Teixeira,PT,Não
SÃO PAULO,Pollyana Gama,PPS,Não
SÃO PAULO,Pr. Marco Feliciano,PSC,Sim
SÃO PAULO,Renata Abreu,PODE,Não
SÃO PAULO,Ricardo Izar,PP,Sim
SÃO PAULO,Ricardo Tripoli,PSDB,Não
SÃO PAULO,Roberto Alves,PRB,Sim
SÃO PAULO,Roberto de Lucena,PV,Sim
SÃO PAULO,Roberto Freire,PPS,Não
SÃO PAULO,Sérgio Reis,PRB,Não
SÃO PAULO,Silvio Torres,PSDB,Não
SÃO PAULO,Tiririca,PR,Não
SÃO PAULO,Valmir Prascidelli,PT,Não
SÃO PAULO,Vanderlei Macris,PSDB,Não
SÃO PAULO,Vicente Candido,PT,Não
SÃO PAULO,Vicentinho,PT,Não
SÃO PAULO,Vinicius Carvalho,PRB,Sim
SÃO PAULO,Vitor Lippi,PSDB,Não
SÃO PAULO,Walter Ihoshi,PSD,Sim
MATO GROSSO,Adilton Sachetti,PSB,Sim
MATO GROSSO,Carlos Bezerra,PMDB,Sim
MATO GROSSO,Ezequiel Fonseca,PP,Sim
MATO GROSSO,Fabio Garcia,PSB,Sim
MATO GROSSO,Nilson Leitão,PSDB,Sim
MATO GROSSO,Professor Victório Galli,PSC,Sim
MATO GROSSO,Rogério Silva,PMDB,Sim
MATO GROSSO,Ságuas Moraes,PT,Não
DISTRITO FEDERAL,Alberto Fraga,DEM,Sim
DISTRITO FEDERAL,Augusto Carvalho,Solidaried,Não
DISTRITO FEDERAL,Erika Kokay,PT,Não
DISTRITO FEDERAL,Izalci Lucas,PSDB,Sim
DISTRITO FEDERAL,Laerte Bessa,PR,Sim
DISTRITO FEDERAL,Rogério Rosso,PSD,Sim
DISTRITO FEDERAL,Ronaldo Fonseca,PROS,Sim
DISTRITO FEDERAL,Rôney Nemer,PP,Ausente
GOIÁS,Alexandre Baldy,PODE,Sim
GOIÁS,Célio Silveira,PSDB,Sim
GOIÁS,Daniel Vilela,PMDB,Sim
GOIÁS,Delegado Waldir,PR,Ausente
GOIÁS,Fábio Sousa,PSDB,Não
GOIÁS,Flávia Morais,PDT,Não
GOIÁS,Giuseppe Vecci,PSDB,Sim
GOIÁS,Heuler Cruvinel,PSD,Sim
GOIÁS,João Campos,PRB,Sim
GOIÁS,Jovair Arantes,PTB,Sim
GOIÁS,Lucas Vergilio,Solidaried,Sim
GOIÁS,Magda Mofatto,PR,Sim
GOIÁS,Marcos Abrão,PPS,Não
GOIÁS,Pedro Chaves,PMDB,Sim
GOIÁS,Roberto Balestra,PP,Sim
GOIÁS,Rubens Otoni,PT,Não
GOIÁS,Thiago Peixoto,PSD,Sim
MATO GROSSO DO SUL,Carlos Marun,PMDB,Sim
MATO GROSSO DO SUL,Dagoberto Nogueira,PDT,Não
MATO GROSSO DO SUL,Elizeu Dionizio,PSDB,Sim
MATO GROSSO DO SUL,Geraldo Resende,PSDB,Sim
MATO GROSSO DO SUL,Mandetta,DEM,Não
MATO GROSSO DO SUL,Tereza Cristina,PSB,Sim
MATO GROSSO DO SUL,Vander Loubet,PT,Não
MATO GROSSO DO SUL,Zeca do Pt,PT,Não
PARANÁ,Alex Canziani,PTB,Sim
PARANÁ,Alfredo Kaefer,PSL,Sim
PARANÁ,Aliel Machado,REDE,Não
PARANÁ,Assis do Couto,PDT,Não
PARANÁ,Christiane de Souza Yared,PR,Não
PARANÁ,Delegado Francischini,Solidaried,Não
PARANÁ,Diego Garcia,PHS,Não
PARANÁ,Dilceu Sperafico,PP,Sim
PARANÁ,Edmar Arruda,PSD,Sim
PARANÁ,Enio Verri,PT,Não
PARANÁ,Evandro Roman,PSD,Sim
PARANÁ,Giacobo,PR,Sim
PARANÁ,Hermes Parcianello,PMDB,Sim
PARANÁ,João Arruda,PMDB,Sim
PARANÁ,Leandre,PV,Não
PARANÁ,Leopoldo Meyer,PSB,Não
PARANÁ,Luciano Ducci,PSB,Ausente
PARANÁ,Luiz Carlos Hauly,PSDB,Sim
PARANÁ,Luiz Nishimori,PR,Sim
PARANÁ,Nelson Meurer,PP,Sim
PARANÁ,Nelson Padovani,PSDB,Sim
PARANÁ,Osmar Bertoldi,DEM,Sim
PARANÁ,Osmar Serraglio,PMDB,Ausente
PARANÁ,Reinhold Stephanes,PSD,Ausente
PARANÁ,Rubens Bueno,PPS,Não
PARANÁ,Sandro Alex,PSD,Não
PARANÁ,Sergio Souza,PMDB,Sim
PARANÁ,Takayama,PSC,Sim
PARANÁ,Toninho Wandscheer,PROS,Sim
PARANÁ,Zeca Dirceu,PT,Não
SANTA CATARINA,Carmen Zanotto,PPS,Não
SANTA CATARINA,Celso Maldaner,PMDB,Sim
SANTA CATARINA,Cesar Souza,PSD,Sim
SANTA CATARINA,Décio Lima,PT,Não
SANTA CATARINA,Esperidião Amin,PP,Não
SANTA CATARINA,Geovania de Sá,PSDB,Não
SANTA CATARINA,João Paulo Kleinübing,PSD,Sim
SANTA CATARINA,João Rodrigues,PSD,Sim
SANTA CATARINA,Jorge Boeira,PP,Não
SANTA CATARINA,Jorginho Mello,PR,Não
SANTA CATARINA,Marco Tebaldi,PSDB,Sim
SANTA CATARINA,Mauro Mariani,PMDB,Sim
SANTA CATARINA,Pedro Uczai,PT,Não
SANTA CATARINA,Rogério Peninha Mendonça,PMDB,Sim
SANTA CATARINA,Ronaldo Benedet,PMDB,Sim
SANTA CATARINA,Valdir Colatto,PMDB,Sim
RIO GRANDE DO SUL,Afonso Hamm,PP,Não
RIO GRANDE DO SUL,Afonso Motta,PDT,Não
RIO GRANDE DO SUL,Alceu Moreira,PMDB,Sim
RIO GRANDE DO SUL,Bohn Gass,PT,Não
RIO GRANDE DO SUL,Cajar Nardes,PR,Sim
RIO GRANDE DO SUL,Carlos Gomes,PRB,Não
RIO GRANDE DO SUL,Covatti Filho,PP,Sim
RIO GRANDE DO SUL,Danrlei de Deus Hinterholz,PSD,Não
RIO GRANDE DO SUL,Darcísio Perondi,PMDB,Sim
RIO GRANDE DO SUL,Giovani Cherini,PR,Ausente
RIO GRANDE DO SUL,Heitor Schuch,PSB,Não
RIO GRANDE DO SUL,Henrique Fontana,PT,Não
RIO GRANDE DO SUL,Jerônimo Goergen,PP,Não
RIO GRANDE DO SUL,João Derly,REDE,Não
RIO GRANDE DO SUL,José Fogaça,PMDB,Sim
RIO GRANDE DO SUL,José Otávio Germano,PP,Sim
RIO GRANDE DO SUL,Jose Stédile,PSB,Não
RIO GRANDE DO SUL,Luis Carlos Heinze,PP,Não
RIO GRANDE DO SUL,Marco Maia,PT,Não
RIO GRANDE DO SUL,Marcon,PT,Não
RIO GRANDE DO SUL,Maria do Rosário,PT,Não
RIO GRANDE DO SUL,Mauro Pereira,PMDB,Sim
RIO GRANDE DO SUL,Onyx Lorenzoni,DEM,Não
RIO GRANDE DO SUL,Osmar Terra,PMDB,Sim
RIO GRANDE DO SUL,Paulo Pimenta,PT,Não
RIO GRANDE DO SUL,Pepe Vargas,PT,Não
RIO GRANDE DO SUL,Pompeo de Mattos,PDT,Não
RIO GRANDE DO SUL,Renato Molling,PP,Sim
RIO GRANDE DO SUL,Ronaldo Nogueira,PTB,Sim
RIO GRANDE DO SUL,Sérgio Moraes,PTB,Sim
RIO GRANDE DO SUL,Yeda Crusius,PSDB,Sim
