ESTADO,Deputado,Partido,Voto
ACRE,Alan Rick,PRB,Não
ACRE,Angelim,PT,Sim
ACRE,Flaviano Melo,PMDB,Não
ACRE,Jéssica Sales,PMDB,Não
ACRE,Leo de Brito,PT,Sim
ACRE,Rocha,PSDB,Não
TOCANTINS,Carlos Henrique Gaguim,PMDB,Não
TOCANTINS,César Halum,PRB,Não
TOCANTINS,Dulce Miranda,PMDB,Não
TOCANTINS,Josi Nunes,PMDB,Sim
TOCANTINS,Lázaro Botelho,PP,Não
TOCANTINS,Vicentinho Júnior,PSB,Não
MARANHÃO,Alberto Filho,PMDB,Não
MARANHÃO,Aluisio Mendes,PSDC,Não
MARANHÃO,André Fufuca,PEN,Não
MARANHÃO,Cleber Verde,PRB,Não
MARANHÃO,Eliziane Gama,PPS,Sim
MARANHÃO,Hildo Rocha,PMDB,Não
MARANHÃO,João Castelo,PSDB,Não
MARANHÃO,João Marcelo Souza,PMDB,Não
MARANHÃO,José Reinaldo,PSB,Não
MARANHÃO,Juscelino Filho,PRP,Não
MARANHÃO,Pedro Fernandes,PTB,Não
MARANHÃO,Rosângela Curado,PDT,Sim
MARANHÃO,Rubens Pereira Júnior,PCdoB,Sim
MARANHÃO,Sarney Filho,PV,Sim
MARANHÃO,Victor Mendes,PV,Abstenção
MARANHÃO,Waldir Maranhão,PP,Não
MARANHÃO,Zé Carlos,PT,Sim
CEARÁ,Adail Carneiro,PHS,Não
CEARÁ,André Figueiredo,PDT,Sim
CEARÁ,Arnon Bezerra,PTB,Não
CEARÁ,Cabo Sabino,PR,Sim
CEARÁ,Chico Lopes,PCdoB,Sim
CEARÁ,Danilo Forte,PMDB,Não
CEARÁ,Genecias Noronha,Solidaried,Não
CEARÁ,Gorete Pereira,PR,Não
CEARÁ,José Airton Cirilo,PT,Sim
CEARÁ,José Guimarães,PT,Sim
CEARÁ,Leônidas Cristino,PROS,Não
CEARÁ,Macedo,PSL,Não
CEARÁ,Moroni Torgan,DEM,Não
CEARÁ,Moses Rodrigues,PPS,Sim
CEARÁ,Odorico Monteiro,PT,Sim
CEARÁ,Raimundo Gomes de Matos,PSDB,Não
CEARÁ,Ronaldo Martins,PRB,Não
CEARÁ,Vicente Arruda,PROS,Não
CEARÁ,Vitor Valim,PMDB,Sim
PIAUÍ,Assis Carvalho,PT,Sim
PIAUÍ,Átila Lira,PSB,Sim
PIAUÍ,Iracema Portella,PP,Não
PIAUÍ,Júlio Cesar,PSD,Não
PIAUÍ,Maia Filho,Solidaried,Não
PIAUÍ,Marcelo Castro,PMDB,Sim
PIAUÍ,Paes Landim,PTB,Não
PIAUÍ,Rodrigo Martins,PSB,Sim
PIAUÍ,Silas Freire,PR,Sim
RIO GRANDE DO NORTE,Antônio Jácome,PMN,Não
RIO GRANDE DO NORTE,Beto Rosado,PP,Não
RIO GRANDE DO NORTE,Fábio Faria,PSD,Não
RIO GRANDE DO NORTE,Felipe Maia,DEM,Não
RIO GRANDE DO NORTE,Rafael Motta,PROS,Sim
RIO GRANDE DO NORTE,Rogério Marinho,PSDB,Não
RIO GRANDE DO NORTE,Walter Alves,PMDB,Não
RIO GRANDE DO NORTE,Zenaide Maia,PR,Não
PARAÍBA,Aguinaldo Ribeiro,PP,Não
PARAÍBA,Benjamin Maranhão,Solidaried,Não
PARAÍBA,Damião Feliciano,PDT,Não
PARAÍBA,Efraim Filho,DEM,Não
PARAÍBA,Hugo Motta,PMDB,Não
PARAÍBA,Luiz Couto,PT,Sim
PARAÍBA,Manoel Junior,PMDB,Não
PARAÍBA,Pedro Cunha Lima,PSDB,Não
PARAÍBA,Rômulo Gouveia,PSD,Não
PARAÍBA,Veneziano Vital do Rêgo,PMDB,Não
PARAÍBA,Wellington Roberto,PR,Não
PARAÍBA,Wilson Filho,PTB,Não
PERNAMBUCO,Adalberto Cavalcanti,PTB,Não
PERNAMBUCO,Anderson Ferreira,PR,Não
PERNAMBUCO,Betinho Gomes,PSDB,Não
PERNAMBUCO,Bruno Araújo,PSDB,Não
PERNAMBUCO,Carlos Eduardo Cadoca,PCdoB,Sim
PERNAMBUCO,Daniel Coelho,PSDB,Não
PERNAMBUCO,Eduardo da Fonte,PP,Não
PERNAMBUCO,Fernando Coelho Filho,PSB,Não
PERNAMBUCO,Fernando Monteiro,PP,Não
PERNAMBUCO,Gonzaga Patriota,PSB,Sim
PERNAMBUCO,Jarbas Vasconcelos,PMDB,Sim
PERNAMBUCO,João Fernando Coutinho,PSB,Sim
PERNAMBUCO,Jorge Côrte Real,PTB,Não
PERNAMBUCO,Kaio Maniçoba,PHS,Não
PERNAMBUCO,Luciana Santos,PCdoB,Sim
PERNAMBUCO,Marinaldo Rosendo,PSB,Sim
PERNAMBUCO,Mendonça Filho,DEM,Não
PERNAMBUCO,Pastor Eurico,PSB,Sim
PERNAMBUCO,Raul Jungmann,PPS,Sim
PERNAMBUCO,Ricardo Teobaldo,PTB,Não
PERNAMBUCO,Silvio Costa,PSC,Não
PERNAMBUCO,Tadeu Alencar,PSB,Sim
PERNAMBUCO,Wolney Queiroz,PDT,Sim
PERNAMBUCO,Zeca Cavalcanti,PTB,Não
ALAGOAS,Cícero Almeida,PRTB,Sim
ALAGOAS,Givaldo Carimbão,PROS,Sim
ALAGOAS,JHC,Solidaried,Sim
ALAGOAS,Marx Beltrão,PMDB,Não
ALAGOAS,Maurício Quintella Lessa,PR,Não
ALAGOAS,Paulão,PT,Sim
ALAGOAS,Pedro Vilela,PSDB,Não
ALAGOAS,Ronaldo Lessa,PDT,Sim
SERGIPE,Fábio Mitidieri,PSD,Não
SERGIPE,Fabio Reis,PMDB,Não
SERGIPE,João Daniel,PT,Sim
SERGIPE,Jony Marcos,PRB,Não
SERGIPE,Laercio Oliveira,Solidaried,Não
SERGIPE,Valadares Filho,PSB,Sim
BAHIA,Afonso Florence,PT,Sim
BAHIA,Alice Portugal,PCdoB,Sim
BAHIA,Antonio Imbassahy,PSDB,Não
BAHIA,Arthur Oliveira Maia,Solidaried,Não
BAHIA,Bacelar,PTN,Sim
BAHIA,Bebeto,PSB,Sim
BAHIA,Benito Gama,PTB,Não
BAHIA,Cacá Leão,PP,Não
BAHIA,Caetano,PT,Sim
BAHIA,Claudio Cajado,DEM,Não
BAHIA,Daniel Almeida,PCdoB,Sim
BAHIA,Davidson Magalhães,PCdoB,Sim
BAHIA,Elmar Nascimento,DEM,Não
BAHIA,Erivelton Santana,PSC,Não
BAHIA,Félix Mendonça Júnior,PDT,Sim
BAHIA,Fernando Torres,PSD,Não
BAHIA,Irmão Lazaro,PSC,Sim
BAHIA,João Gualberto,PSDB,Não
BAHIA,Jorge Solla,PT,Sim
BAHIA,José Carlos Aleluia,DEM,Não
BAHIA,José Nunes,PSD,Sim
BAHIA,José Rocha,PR,Não
BAHIA,Jutahy Junior,PSDB,Não
BAHIA,Lucio Vieira Lima,PMDB,Não
BAHIA,Márcio Marinho,PRB,Não
BAHIA,Mário Negromonte Jr.,PP,Não
BAHIA,Moema Gramacho,PT,Sim
BAHIA,Paulo Azi,DEM,Não
BAHIA,Paulo Magalhães,PSD,Não
BAHIA,Roberto Britto,PP,Não
BAHIA,Ronaldo Carletto,PP,Não
BAHIA,Sérgio Brito,PSD,Sim
BAHIA,Tia Eron,PRB,Não
BAHIA,Uldurico Junior,PTC,Não
BAHIA,Valmir Assunção,PT,Sim
BAHIA,Waldenor Pereira,PT,Sim
MINAS GERAIS,Adelmo Carneiro Leão,PT,Sim
MINAS GERAIS,Ademir Camilo,PROS,Não
MINAS GERAIS,Aelton Freitas,PR,Não
MINAS GERAIS,Bilac Pinto,PR,Não
MINAS GERAIS,Bonifácio de Andrada,PSDB,Não
MINAS GERAIS,Brunny,PTC,Não
MINAS GERAIS,Caio Narcio,PSDB,Não
MINAS GERAIS,Carlos Melles,DEM,Não
MINAS GERAIS,Dâmina Pereira,PMN,Sim
MINAS GERAIS,Delegado Edson Moreira,PTN,Não
MINAS GERAIS,Diego Andrade,PSD,Não
MINAS GERAIS,Dimas Fabiano,PP,Não
MINAS GERAIS,Domingos Sávio,PSDB,Não
MINAS GERAIS,Eduardo Barbosa,PSDB,Não
MINAS GERAIS,Fábio Ramalho,PV,Não
MINAS GERAIS,Gabriel Guimarães,PT,Sim
MINAS GERAIS,Jô Moraes,PCdoB,Sim
MINAS GERAIS,Júlio Delgado,PSB,Sim
MINAS GERAIS,Laudivio Carvalho,PMDB,Não
MINAS GERAIS,Leonardo Monteiro,PT,Sim
MINAS GERAIS,Leonardo Quintão,PMDB,Não
MINAS GERAIS,Luis Tibé,PTdoB,Não
MINAS GERAIS,Marcelo Álvaro Antônio,PRP,Sim
MINAS GERAIS,Marcos Montes,PSD,Não
MINAS GERAIS,Marcus Pestana,PSDB,Não
MINAS GERAIS,Margarida Salomão,PT,Sim
MINAS GERAIS,Mauro Lopes,PMDB,Não
MINAS GERAIS,Newton Cardoso Jr,PMDB,Não
MINAS GERAIS,Odelmo Leão,PP,Não
MINAS GERAIS,Padre João,PT,Sim
MINAS GERAIS,Pastor Franklin,PTdoB,Não
MINAS GERAIS,Paulo Abi-Ackel,PSDB,Não
MINAS GERAIS,Raquel Muniz,PSC,Não
MINAS GERAIS,Reginaldo Lopes,PT,Sim
MINAS GERAIS,Renzo Braz,PP,Não
MINAS GERAIS,Rodrigo de Castro,PSDB,Não
MINAS GERAIS,Rodrigo Pacheco,PMDB,Não
MINAS GERAIS,Saraiva Felipe,PMDB,Não
MINAS GERAIS,Silas Brasileiro,PMDB,Não
MINAS GERAIS,Stefano Aguiar,PSB,Não
MINAS GERAIS,Subtenente Gonzaga,PDT,Sim
MINAS GERAIS,Tenente Lúcio,PSB,Não
MINAS GERAIS,Toninho Pinheiro,PP,Sim
MINAS GERAIS,Wadson Ribeiro,PCdoB,Sim
MINAS GERAIS,Weliton Prado,PT,Abstenção
MINAS GERAIS,Zé Silva,Solidaried,Não
ESPÍRITO SANTO,Carlos Manato,Solidaried,Não
ESPÍRITO SANTO,Dr. Jorge Silva,PROS,Sim
ESPÍRITO SANTO,Evair de Melo,PV,Sim
ESPÍRITO SANTO,Givaldo Vieira,PT,Sim
ESPÍRITO SANTO,Helder Salomão,PT,Sim
ESPÍRITO SANTO,Lelo Coimbra,PMDB,Não
ESPÍRITO SANTO,Marcus Vicente,PP,Não
ESPÍRITO SANTO,Max Filho,PSDB,Sim
ESPÍRITO SANTO,Paulo Foletto,PSB,Sim
ESPÍRITO SANTO,Sergio Vidigal,PDT,Sim
RIO DE JANEIRO,Alessandro Molon,PT,Sim
RIO DE JANEIRO,Alexandre Serfiotis,PSD,Não
RIO DE JANEIRO,Alexandre Valle,PRP,Não
RIO DE JANEIRO,Altineu Côrtes,PR,Não
RIO DE JANEIRO,Aureo,Solidaried,Não
RIO DE JANEIRO,Benedita da Silva,PT,Sim
RIO DE JANEIRO,Celso Jacob,PMDB,Não
RIO DE JANEIRO,Celso Pansera,PMDB,Não
RIO DE JANEIRO,Chico Alencar,PSOL,Sim
RIO DE JANEIRO,Chico D Angelo,PT,Sim
RIO DE JANEIRO,Clarissa Garotinho,PR,Sim
RIO DE JANEIRO,Cristiane Brasil,PTB,Sim
RIO DE JANEIRO,Deley,PTB,Não
RIO DE JANEIRO,Dr. João,PR,Não
RIO DE JANEIRO,Eduardo Cunha,PMDB,Art. 17
RIO DE JANEIRO,Ezequiel Teixeira,Solidaried,Sim
RIO DE JANEIRO,Felipe Bornier,PSD,Não
RIO DE JANEIRO,Fernando Jordão,PMDB,Não
RIO DE JANEIRO,Francisco Floriano,PR,Não
RIO DE JANEIRO,Glauber Braga,PSB,Sim
RIO DE JANEIRO,Hugo Leal,PROS,Não
RIO DE JANEIRO,Indio da Costa,PSD,Não
RIO DE JANEIRO,Jair Bolsonaro,PP,Não
RIO DE JANEIRO,Jandira Feghali,PCdoB,Sim
RIO DE JANEIRO,Jean Wyllys,PSOL,Sim
RIO DE JANEIRO,Julio Lopes,PP,Não
RIO DE JANEIRO,Leonardo Picciani,PMDB,Não
RIO DE JANEIRO,Luiz Carlos Ramos,PSDC,Não
RIO DE JANEIRO,Luiz Sérgio,PT,Sim
RIO DE JANEIRO,Marcelo Matos,PDT,Sim
RIO DE JANEIRO,Marcos Soares,PR,Não
RIO DE JANEIRO,Marquinho Mendes,PMDB,Não
RIO DE JANEIRO,Miro Teixeira,PROS,Sim
RIO DE JANEIRO,Otavio Leite,PSDB,Não
RIO DE JANEIRO,Paulo Feijó,PR,Não
RIO DE JANEIRO,Roberto Sales,PRB,Não
RIO DE JANEIRO,Rodrigo Maia,DEM,Não
RIO DE JANEIRO,Rosangela Gomes,PRB,Não
RIO DE JANEIRO,Soraya Santos,PMDB,Não
RIO DE JANEIRO,Sóstenes Cavalcante,PSD,Não
RIO DE JANEIRO,Wadih Damous,PT,Sim
RIO DE JANEIRO,Walney Rocha,PTB,Não
SÃO PAULO,Alex Manente,PPS,Sim
SÃO PAULO,Alexandre Leite,DEM,Não
SÃO PAULO,Ana Perugini,PT,Sim
SÃO PAULO,Andres Sanchez,PT,Sim
SÃO PAULO,Antonio Bulhões,PRB,Não
SÃO PAULO,Antonio Carlos Mendes Thame,PSDB,Não
SÃO PAULO,Arnaldo Faria de Sá,PTB,Sim
SÃO PAULO,Baleia Rossi,PMDB,Sim
SÃO PAULO,Beto Mansur,PRB,Não
SÃO PAULO,Bruna Furlan,PSDB,Não
SÃO PAULO,Bruno Covas,PSDB,Não
SÃO PAULO,Capitão Augusto,PR,Não
SÃO PAULO,Carlos Sampaio,PSDB,Não
SÃO PAULO,Carlos Zarattini,PT,Sim
SÃO PAULO,Celso Russomanno,PRB,Não
SÃO PAULO,Dr. Sinval Malheiros,PV,Sim
SÃO PAULO,Eduardo Bolsonaro,PSC,Não
SÃO PAULO,Eduardo Cury,PSDB,Não
SÃO PAULO,Eli Corrêa Filho,DEM,Não
SÃO PAULO,Evandro Gussi,PV,Não
SÃO PAULO,Fausto Pinato,PRB,Não
SÃO PAULO,Flavinho,PSB,Sim
SÃO PAULO,Goulart,PSD,Não
SÃO PAULO,Guilherme Mussi,PP,Não
SÃO PAULO,Herculano Passos,PSD,Sim
SÃO PAULO,Ivan Valente,PSOL,Sim
SÃO PAULO,Jefferson Campos,PSD,Não
SÃO PAULO,João Paulo Papa,PSDB,Sim
SÃO PAULO,Jorge Tadeu Mudalen,DEM,Não
SÃO PAULO,José Mentor,PT,Sim
SÃO PAULO,Keiko Ota,PSB,Sim
SÃO PAULO,Lobbe Neto,PSDB,Não
SÃO PAULO,Luiz Lauro Filho,PSB,Não
SÃO PAULO,Luiza Erundina,PSB,Sim
SÃO PAULO,Major Olimpio,PDT,Sim
SÃO PAULO,Mara Gabrilli,PSDB,Não
SÃO PAULO,Marcelo Aguiar,DEM,Não
SÃO PAULO,Marcelo Squassoni,PRB,Não
SÃO PAULO,Marcio Alvino,PR,Não
SÃO PAULO,Miguel Haddad,PSDB,Não
SÃO PAULO,Miguel Lombardi,PR,Não
SÃO PAULO,Milton Monti,PR,Não
SÃO PAULO,Missionário José Olimpio,PP,Não
SÃO PAULO,Nelson Marquezelli,PTB,Não
SÃO PAULO,Nilto Tatto,PT,Sim
SÃO PAULO,Orlando Silva,PCdoB,Sim
SÃO PAULO,Paulo Freire,PR,Não
SÃO PAULO,Penna,PV,Sim
SÃO PAULO,Renata Abreu,PTN,Não
SÃO PAULO,Ricardo Izar,PSD,Não
SÃO PAULO,Ricardo Tripoli,PSDB,Não
SÃO PAULO,Roberto Alves,PRB,Não
SÃO PAULO,Roberto Freire,PPS,Sim
SÃO PAULO,Samuel Moreira,PSDB,Não
SÃO PAULO,Sérgio Reis,PRB,Não
SÃO PAULO,Silvio Torres,PSDB,Não
SÃO PAULO,Tiririca,PR,Não
SÃO PAULO,Valmir Prascidelli,PT,Sim
SÃO PAULO,Vanderlei Macris,PSDB,Não
SÃO PAULO,Vicente Candido,PT,Sim
SÃO PAULO,Vicentinho,PT,Sim
SÃO PAULO,Vinicius Carvalho,PRB,Não
SÃO PAULO,Vitor Lippi,PSDB,Não
SÃO PAULO,Walter Ihoshi,PSD,Não
MATO GROSSO,Adilton Sachetti,PSB,Não
MATO GROSSO,Carlos Bezerra,PMDB,Não
MATO GROSSO,Ezequiel Fonseca,PP,Sim
MATO GROSSO,Fabio Garcia,PSB,Não
MATO GROSSO,Nilson Leitão,PSDB,Não
MATO GROSSO,Professor Victório Galli,PSC,Sim
MATO GROSSO,Ságuas Moraes,PT,Sim
DISTRITO FEDERAL,Alberto Fraga,DEM,Não
DISTRITO FEDERAL,Augusto Carvalho,Solidaried,Não
DISTRITO FEDERAL,Erika Kokay,PT,Sim
DISTRITO FEDERAL,Laerte Bessa,PR,Não
DISTRITO FEDERAL,Rogério Rosso,PSD,Não
DISTRITO FEDERAL,Ronaldo Fonseca,PROS,Sim
DISTRITO FEDERAL,Roney Nemer,PMDB,Não
GOIÁS,Alexandre Baldy,PSDB,Não
GOIÁS,Célio Silveira,PSDB,Não
GOIÁS,Daniel Vilela,PMDB,Sim
GOIÁS,Delegado Waldir,PSDB,Sim
GOIÁS,Fábio Sousa,PSDB,Não
GOIÁS,Flávia Morais,PDT,Sim
GOIÁS,Giuseppe Vecci,PSDB,Não
GOIÁS,Heuler Cruvinel,PSD,Não
GOIÁS,João Campos,PSDB,Não
GOIÁS,Jovair Arantes,PTB,Não
GOIÁS,Lucas Vergilio,Solidaried,Não
GOIÁS,Magda Mofatto,PR,Não
GOIÁS,Marcos Abrão,PPS,Sim
GOIÁS,Pedro Chaves,PMDB,Não
GOIÁS,Roberto Balestra,PP,Não
GOIÁS,Rubens Otoni,PT,Sim
GOIÁS,Sandes Júnior,PP,Sim
MATO GROSSO DO SUL,Carlos Marun,PMDB,Não
MATO GROSSO DO SUL,Dagoberto,PDT,Sim
MATO GROSSO DO SUL,Elizeu Dionizio,Solidaried,Não
MATO GROSSO DO SUL,Geraldo Resende,PMDB,Não
MATO GROSSO DO SUL,Mandetta,DEM,Não
MATO GROSSO DO SUL,Tereza Cristina,PSB,Não
MATO GROSSO DO SUL,Vander Loubet,PT,Sim
MATO GROSSO DO SUL,Zeca do Pt,PT,Sim
PARANÁ,Alfredo Kaefer,PSDB,Não
PARANÁ,Aliel Machado,PCdoB,Sim
PARANÁ,Assis do Couto,PT,Sim
PARANÁ,Christiane de Souza Yared,PTN,Sim
PARANÁ,Diego Garcia,PHS,Sim
PARANÁ,Dilceu Sperafico,PP,Não
PARANÁ,Edmar Arruda,PSC,Sim
PARANÁ,Enio Verri,PT,Sim
PARANÁ,Evandro Roman,PSD,Não
PARANÁ,Fernando Francischini,Solidaried,Não
PARANÁ,Hermes Parcianello,PMDB,Não
PARANÁ,João Arruda,PMDB,Sim
PARANÁ,Leandre,PV,Sim
PARANÁ,Luciano Ducci,PSB,Sim
PARANÁ,Luiz Carlos Hauly,PSDB,Não
PARANÁ,Luiz Nishimori,PR,Não
PARANÁ,Marcelo Belinati,PP,Sim
PARANÁ,Nelson Meurer,PP,Não
PARANÁ,Osmar Serraglio,PMDB,Não
PARANÁ,Ricardo Barros,PP,Não
PARANÁ,Rossoni,PSDB,Sim
PARANÁ,Rubens Bueno,PPS,Sim
PARANÁ,Sandro Alex,PPS,Sim
PARANÁ,Sergio Souza,PMDB,Não
PARANÁ,Takayama,PSC,Não
PARANÁ,Toninho Wandscheer,PT,Sim
SANTA CATARINA,Carmen Zanotto,PPS,Sim
SANTA CATARINA,Celso Maldaner,PMDB,Sim
SANTA CATARINA,Cesar Souza,PSD,Sim
SANTA CATARINA,Décio Lima,PT,Sim
SANTA CATARINA,Edinho Bez,PMDB,Sim
SANTA CATARINA,Esperidião Amin,PP,Não
SANTA CATARINA,Fabricio Oliveira,PSB,Sim
SANTA CATARINA,Geovania de Sá,PSDB,Não
SANTA CATARINA,João Rodrigues,PSD,Não
SANTA CATARINA,Jorginho Mello,PR,Não
SANTA CATARINA,Marco Tebaldi,PSDB,Não
SANTA CATARINA,Mauro Mariani,PMDB,Não
SANTA CATARINA,Pedro Uczai,PT,Sim
SANTA CATARINA,Rogério Peninha Mendonça,PMDB,Sim
SANTA CATARINA,Ronaldo Benedet,PMDB,Sim
SANTA CATARINA,Valdir Colatto,PMDB,Sim
RIO GRANDE DO SUL,Afonso Hamm,PP,Sim
RIO GRANDE DO SUL,Afonso Motta,PDT,Sim
RIO GRANDE DO SUL,Alceu Moreira,PMDB,Não
RIO GRANDE DO SUL,Bohn Gass,PT,Sim
RIO GRANDE DO SUL,Carlos Gomes,PRB,Não
RIO GRANDE DO SUL,Covatti Filho,PP,Não
RIO GRANDE DO SUL,Danrlei de Deus Hinterholz,PSD,Sim
RIO GRANDE DO SUL,Darcísio Perondi,PMDB,Não
RIO GRANDE DO SUL,Fernando Marroni,PT,Sim
RIO GRANDE DO SUL,Giovani Cherini,PDT,Sim
RIO GRANDE DO SUL,Heitor Schuch,PSB,Sim
RIO GRANDE DO SUL,Henrique Fontana,PT,Sim
RIO GRANDE DO SUL,Jerônimo Goergen,PP,Sim
RIO GRANDE DO SUL,João Derly,PCdoB,Sim
RIO GRANDE DO SUL,José Fogaça,PMDB,Sim
RIO GRANDE DO SUL,José Otávio Germano,PP,Sim
RIO GRANDE DO SUL,Jose Stédile,PSB,Sim
RIO GRANDE DO SUL,Luis Carlos Heinze,PP,Não
RIO GRANDE DO SUL,Luiz Carlos Busato,PTB,Não
RIO GRANDE DO SUL,Marco Maia,PT,Sim
RIO GRANDE DO SUL,Marcon,PT,Sim
RIO GRANDE DO SUL,Maria do Rosário,PT,Sim
RIO GRANDE DO SUL,Mauro Pereira,PMDB,Não
RIO GRANDE DO SUL,Nelson Marchezan Junior,PSDB,Não
RIO GRANDE DO SUL,Osmar Terra,PMDB,Sim
RIO GRANDE DO SUL,Pompeo de Mattos,PDT,Sim
RIO GRANDE DO SUL,Renato Molling,PP,Não
RIO GRANDE DO SUL,Ronaldo Nogueira,PTB,Não
RIO GRANDE DO SUL,Sérgio Moraes,PTB,Não
